label,filters,value
"2/26/2024","automated","0"
"2/27/2024","automated","0"
"2/28/2024","automated","0"
"2/29/2024","automated","0"
"3/1/2024","automated","0"
"3/2/2024","automated","0"
"3/3/2024","automated","0"
"2/26/2024","one-shot","0"
"2/27/2024","one-shot","0"
"2/28/2024","one-shot","0"
"2/29/2024","one-shot","0"
"3/1/2024","one-shot","0"
"3/2/2024","one-shot","0"
"3/3/2024","one-shot","0"
